MR	D856	31.08.2016	YES	09.01.2018	MR	oep; nCas9n-glob3’UTR.cmlc-EGFP;  	oep m134	oep/96	
SY	D857	31.08.2016	yes	25.01.2017	MR	oep; nCas9n-nos 3’UTR.cmlc-EGFP	oep m134	oep m134	
MR	D858	31.08.2016	YES	29.08.2018	MR	sept 6,7,8a CRISPR; Cry:kop-lifeact-EGFP-nos  F2 (incross)	sept 6,7,8a	sept 6,7,8a/38	
MR	D859	31.08.2016	YES	16.03.2018	MR	sept 6,7,8a CRISPR; Cry:kop-lifeact-EGFP-nos  F2 (incross)	sept 6,7,8a	sept 6,7,8a/38	
MR	D860	31.08.2016	yes	10.09.2016	MR	sept 6,7,8a CRISPR; Cry:kop-lifeact-EGFP-nos  F2 (outcross)	sept 6,7,8a	sept 6,7,8a/38	
KW	D861	30.08.2016	YES	02.11.2018	TG	kop-mCherry-nos 24xPP7.cmlc-EGFP		77	
KW	D862	30.08.2016	YES	02.11.2018	TG	kop-mCherry-nanos-nos 24xPP7.cmlc-EGFP		85	
MR	D863	31.08.2016	yes	10.09.2016	MR	sept 6,7,8a CRISPR; Cry:kop-lifeact-EGFP-nos  F2 (outcross)	sept 6,7,8a	sept 6,7,8a/38	
MR	D864	31.08.2016	YES	17.01.2018	MR	sept 2,6,7 CRISPR;Cry:kop-lifeact-EGFP-no      F2 (incross)     +/+ 100%	sept 2,6,7 	sept2,6,7/38	
MR	D865	31.08.2016	YES	29.06.2018	MR	sept 2,6,7 CRISPR/CAS9;Cry:kop-lifeact-EGFP-nos    +/+ 100% (F2 outcross)	sept 2,6,7 	sept 2,6,7	
KW	D866	30.08.2016	YES	02.11.2018	TG	7a-DsRed nos; bactin:HA NLS tdPCP YFP globin cryDsRed		5/92	
DS	D867	02.09.2016	YES	20.06.2018	DS	ody-/- X mil+/-cry:1111-EGFP-nos	mil	ody/mil 24	
MR	D868	06.09.2016	YES	29.08.2018	MR	Tol2. nCas9n-glob3’UTR. cmlc-EGFPstock 2 (F2)		96	
AO	D869	31.08.2016	yes	11.11.2016	AO	cry EGFP-f nos; Tol2 Kop-mCherry Extended Synaptotagmin 2al- nos 3’ UTR. cmlc EGFP F2 L2		24 /100	
AO	D870	31.08.2016	YES	16.10.2018	AO	Tol2 Kop-mCherry Extended Synaptotagmin 2al- nos 3’ UTR. cmlc EGFP F2 L5		100	
AO	D871	31.08.2016	YES	16.10.2018	AO	Tol2 Kop-mCherry Extended Synaptotagmin 2al- nos 3’ UTR. cmlc EGFP F2 L5		100	
AO	D872	31.08.2016	YES	16.10.2018	AO	Tol2 Kop-mCherry Extended Synaptotagmin 2al- nos 3’ UTR. cmlc EGFP F2 L5		100	
AO	D873	31.08.2016	YES	16.10.2018	AO	Tol2 Kop-mCherry Extended Synaptotagmin 2al- nos 3’ UTR. cmlc EGFP F2 L5		100	
AO	D874	31.08.2016	YES	16.10.2018	AO	cry EGFP-f nos; Tol2 Kop-mCherry Extended Synaptotagmin 2al- nos 3’ UTR. cmlc EGFP F2 L2		24 /100	
MR	D875	06.09.2016	YES	29.06.2018	MR	oep; Tol2.nCas9n-nos3’UTR.cmlc-EGFP; exp.	oep m134	oep/95	
IS	D876	07.09.2016	YES	08.02.2018	IS	AB			
IS	D877	07.09.2016	YES	08.02.2018	IS	AB			
IS	D878	07.09.2016	YES	08.02.2018	IS	AB			
IS	D879	07.09.2016	YES	08.02.2018	IS	AB			
IS	D880	07.09.2016	YES	08.02.2018	IS	AB			
KT, JP	D881	07.09.2016	YES	26.10.2018	KT	SOD2 CRISPR L1 incross, F2, cry:EGFP-F-nos	sod2	sod 24	
KW	D882	06.09.2016	YES	19.07.2018	TG	bactin:HA NLS tdPCP YFP globin cryDsRed		92	
KW	D883	06.09.2016	YES	11.07.2018	TG	bactin:HA NLS tdMCP EGFP 		94	
MR	D884	12.09.2016	yes	25.01.2017	MR	oep; Tol2.nCas9n-nos3’UTR ; gsc-GFP exp. oep		oep/95/ gsc	
MR	D885	12.09.2016	YES	10.05.2018	MR	tyr; Tol2.nCas9n-nos3’UTR ; gsc-GFP exp.		95	
IS	D886	15.09.2016	YES	19.12.2017	IS	AB			
IS	D887	15.09.2016	yes	19.12.2017	IS	AB			
IS	D888	15.09.2016	YES	10.01.2018	IS	AB			
LT	D889	14.09.2016	YES	26.04.2017	Gilmour	cdh2:cdh2-mKate2-sfGFP; cdh2 PAC (tm101b allele)	cdh2 PAC	cdh2 PAC/ cdh2 Tandem	
MR	D890	14.09.2016	YES	01.08.2018	MR	sept9a.sw4 -/-; 7a.2; 7b.2 CRISPR (F1) outcross	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
MR	D891	14.09.2016	YES	15.06.2018	MR	sept9a.sw4 -/-;  7a.2 7b.2 CRISPR (F1) outcross	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
IS	D892	20.09.2016	YES	01.02.2018	IS	AB			
IS	D893	20.09.2016	YES	08.02.2018	IS	AB			
MR	D894	22.09.2016	YES	11.05.2018	MR	Tol2. nCas9n-glob3’UTR. cmlc-EGFPstock 2 (F2)  (1/3 homs)		96	
MR	D895	22.09.2016	YES	18.12.2017	MR	Tol2. nCas9n-glob3’UTR. cmlc-EGFPstock 2 (F2)		96	
KT	D896	20.09.2016	YES	03.12.2018	JP	F2, incross Crispr4	hsp90	hsp90 24	
KT	D897	20.09.2016	YES	15.11.2018	JP	F2, incross Crispr4	hsp90	hsp90 24	
MR	D898	26.09.2016	YES	27.09.2018	MR	sept9a.sw4 ;sept 7a.2 CRISPR (F1)	sept 9a.sw4 ; sept 7a.2	sept9a.sw4 ;7a.2	
MR	D899	22.09.2016	YES	15.10.2017	MR	Tol2.nCas9n-nos3’UTR.cmlc-EGFP ; cldB-EGFP ; cxcr4b CRISPR (F0) exp.		95	
MR	D900	22.09.2016	YES	29.06.2018	MR	Tol2.nCas9n-nos3’UTR.cmlc-EGFP ; cldB-EGFP ; tyr CRISPR (F0) exp.		95	
KT, JP	D901	22.09.2016	yes	25.11.2016	KT	F2 L3 CRISPR, cry:EGFP-F-nos	sod2	sod 24	
KT, JP	D902	23.09.2016	yes	25.11.2016	KT	CRISPR F2 L1, cry:EGFP-F-nos	sod2	sod 24	
TL	D903	25.09.2016	yes	07.10.2016	AA	kop:lifeact-mCherry.nos-cry.DsRedmed NY054-2 -/-F2 	med	med 118	
TL	D904	28.09.2016	YES	14.05.2018	AA	kop:lifeact-mCherry.nos-cry.DsRedincross of F2s line2		118	
TL	D905	28.09.2016	YES	14.05.2018	AA	kop:lifeact-mCherry.nos-cry.DsRedincross of F2s line2		118	
TL	D906	28.09.2016	YES	12.04.2017	AA	Cry;kop:Lifeact-EGFP-nos3’UTRincross of hets  line 2		38	
TL	D907	28.09.2016	YES	12.04.2017	AA	Cry;kop:Lifeact-EGFP-nos3’UTRincross of hets  line 2		38	
TL	D908	28.09.2016	YES	12.04.2017	AA	Cry;kop:Lifeact-EGFP-nos3’UTRincross of hets  line 2		38	
KT, JP	D909	29.09.2016	YES	26.10.2018	KT	F2 L3 CRISPR, cry:EGFP-F-nos	sod2	sod 24	
KT, JP	D910	30.09.2016	YES	26.10.2018	KT	CRISPR F2 L1, cry:EGFP-F-nos	sod2	sod 24	
KT, JP	D911	30.09.2016	YES	26.10.2018	KT	CRISPR F2 L2, cry:EGFP-F-nos	sod2	sod 24	
YK	D912	30.09.2016	yes	09.02.2017	BN	fbc3 F0	fbc3	FBC3	
YK	D913	30.09.2016	YES	16.10.2018	BN	fbc23 F0	fbc23	FBC23	
YK	D914	30.09.2016	yes	29.11.2016	BN	fbc24 F0	fbc24	fbc24	
YK	D915	30.09.2016	YES	15.01.2019	BN	fbc31 F0	fbc31	fbc31	
YK	D916	29.11.2016	YES	29.11.2016	BN	fbc33 F0	fbc33	fbc33	
YK	D917	30.09.2016	YES	16.10.2018	BN	fbc34 F0	fbc34	fbc34	
Antonio	D918	29.09.2016	YES	02.02.2019	Antonio	CTU1 Δ8 (2) outcross from D406#13 (+/+, +/-)	CTU1 Δ8(2)	CTU1Δ8(2)	
LT	D919	26.10.2016	YES	15.10.2018	TG	kop.7a dsRed.Nos; Tol-1111-EGFP-F-nos-cryDsRed		5 /24	
Antonio	D920	29.09.2016	YES	02.02.2019	Antonio	FTO Δ2 outcross from D430#2(mix +/+, +/-)	FTO Δ2	FTO Δ2	
Antonio	D921	29.09.2016	YES	02.02.2019	Antonio	FTO Δ2 outcross from D430#7	FTO Δ2	FTO Δ2	
MR	D922	05.10.2016	YES	17.10.2018	MR	sept 6, 8a  CRISPR (F3) outcrossCry:kop-lifeact-EGFP-nos 100% +/-	sept 6, 8a	sept 6,8a/38	
MR	D923	05.10.2016	YES	17.10.2018	MR	sept 6, 8a  CRISPR Cry:kop-lifeact-EGFP-nos 100% +/- (F3) outcross	sept 6, 8a	sept 6,8a/38	
MR	D924	05.10.2016	YES	17.12.2017	MR	septin 6 CRISPR ; kop:lifeact-GFP-nos3’UTR +/- %100 incross (F2)	sept 6	sept 6/38	
MR	D925	06.10.2016	YES	25.01.2018	MR	septin 2 CRISPR ;kop:lifeact-GFP-nos3’UTR +/- 100% F1 incross	sept 2	sept 2/38	
MR	D926	06.10.2016	YES	17.10.2018	MR	sept 7a CRISPR/CAS9; Cry:kop-lifeact-EGFP-nos  +/- 100%   (F2) incross	sept 7a.2	sept 7a.2 / 38	
MR	D927	06.10.2016	yes	15.12.2016	MR	sept 7a CRISPR/CAS9; Cry:kop-lifeact-EGFP-nos  +/- 100%   (F2) incross	sept 7a.2	sept 7a.2 / 38	
KT, JP	D928	07.10.2016	YES	26.10.2018	KT	CRISPR F2 L2, cry:EGFP-F-nos	sod2	sod 24	
MR	D929	11.10.2016	yes	11.11.2016	MR	sept 7b2.3 CRISPR ; kop:Lifeact-EGFP-nos3’UTR  incross (F2)	sept 7b.2.3	sept 7b.2.3/ 38	
MR	D930	11.10.2016	YES	25.01.2018	MR	sept 6,7,8a CRISPR/Cas9; Cry:kop-lifeact-EGFP-nos ( F2) (incross)	sept 6,7,8a	sept 6,7,8a/38	
KW	D931	07.10.2016	yes	19.01.2017	TG/EM	kop:HA NLS tdPCP YFP nos cryDsRed		142	
KW	D932	07.10.2016	YES	31.07.2018	TG/EM	kop-mCherry-nos 24xPP7.cmlc-EGFP; kop:HA NLS tdPCP YFP nos cryDsRed		77/ 142	
KW	D933	07.10.2016	YES	31.07.2018	TG/EM	kop-mCherry-nanos-nos 24xPP7.cmlc-EGFP; kop:HA NLS tdPCP YFP nos cryDsRed		85/ 142	
MR	D934	11.10.2016	YES	17.12.2017	MR	sept 6,7,8a CRISPR/Cas9; Cry:kop-lifeact-EGFP-nos ( F2) (incross)	sept 6,7,8a	sept 6,7,8a/38	
MR	D935	11.10.2016	YES	18.10.2018	MR	septin 7b CRISPR; kop:Lifeact-EGFP-nos3’UTR incross (F2)	sept 7b.2	sept 7b.2 /38	
TL	D936	07.10.2016	yes	01.11.2016	AA	kop.mTFP1-Septin9a. nos 3’ UTR; cmlc EGFP x kop:lifeact-mCherry.nos-cry.DsRed   		106 /118	
TL	D937	07.10.2016	YES	01.03.2018	AA	kop.mTFP1-Septin9a. nos 3’ UTR; cmlc EGFP x kop:lifeact-mCherry.nos-cry.DsRed   		106 /118	
KT, JP	D938	12.10.2016	YES	26.10.2018	KT	CRISPR F2 L3, cry:EGFP-F-nos	sod2	sod 24	
SY	D939	10.10.2016	YES	17.01.2019	SY	odyJ1049 -/-; tg(gsc:EGFP) +/+cxcr4b rescued	ody	ody 6	
EM	D940	13.10.2016	YES	16.10.2018	EM	ody-/-J1049 x cry EGFP-f-nos3’UTR	ody	ody 24	
KT	D941	11.10.2016	YES	03.12.2018	JP	F2, incross D716	hsp90	hsp90 24	
KT	D942	12.10.2016	YES	03.12.2018	JP	F2, incross D687, cry:EGFP-F-nos	hsp90	hsp90 24	
YK	D943	12.10.2016	YES	15.01.2019	BN	fbc31 F0	fbc31	fbc31	
YK	D944	12.10.2016	YES	16.10.2018	BN	fbc34 F0	fbc34	fbc34	
Antonio	D945	13.10.2016	YES	21.09.2018	Antonio	FTO Δ7 outcross from D430#13 (mix +/+, +/-)	FTOΔ7	FTO Δ7	
KT	D946	13.10.2016	YES	03.12.2018	JP	incross F1, 5 nt, cry:EGFP-F-nos	hsp90	hsp90 24	
MR	D947	19.10.2016	YES	01.08.2018	MR	sept 6.1 CRISPR (F3) outcrossCry:kop-lifeact-EGFP-nos 100% +/+	sept 6	sept 6/38	
MR	D948	19.10.2016	YES	30.08.2018	MR	sept 6.1 CRISPR (F3) outcrossCry:kop-lifeact-EGFP-nos 100% +/+	sept 6	sept 6/38	
MR	D949	19.10.2016	YES	17.10.2018	MR	sept 6.1, 8a CRISPR (F3) outcrossCry:kop-lifeact-EGFP-nos	sept 6, 8a	sept 6,8a/38	
MR	D950	19.10.2016	YES	17.10.2018	MR	sept 7a2.3/38 CRISPR (F2); kop:Lifeact-EGFP-nos3’UTR (incross)	sept 7a.2.3	sept 7a2.3/ 38	
MR	D951	19.10.2016	yes	15.12.2016	MR	sept 6.1 CRISPR/; ;Cry:kop-lifeact-EGFP-nos +/-100% (F3 incross)	sept 6, 8a	sept 6,8a/38	
MR	D952	19.10.2016	yes	15.12.2016	MR	sept 6.1 CRISPR/; ;Cry:kop-lifeact-EGFP-nos +/-100% (F3 incross)	sept 6, 8a	sept 6,8a/38	
KT	D953	17.10.2016	YES	31.01.2018	KT	F2 Line4, cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	
KT	D954	17.10.2016	YES	26.10.2018	KT	F2 Line4, cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	
KT	D955	17.10.2016	YES	26.10.2018	KT	F2 Line4, cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	
Antonio	D956	17.10.2016	YES	21.09.2018	Antonio	CTU1  Δ8 incross (mix +/+, +/-, -/-)	CTU1 Δ8	CTU1 Δ8	
Antonio	D957	17.10.2016	YES	21.09.2018	Antonio	Mettl3 Δ4 incross (mix +/-, no -/-) 	Mettl3 Δ4	Mettl3 Δ4	
Antonio	D958	19.10.2016	YES	21.09.2018	Antonio	Mettl3 Δ4 +/- Huc_GFP +/-	Mettl3 Δ4	Mettl3Δ4 /32	
EM	D959	19.10.2016	YES	29.05.2017	EM	odyJ1049 -/- rescued	ody	ody	
KT	D960	18.10.2016	YES	03.12.2018	JP	F2, incross, 34 nt del, cry:EGFP-F-nos	hsp90	hsp90 24	
KT	D961	18.10.2016	YES	03.12.2018	JP	F2, incross, 5 nt del, cry:EGFP-F-nos	hsp90	hsp90 24	
YK	D962	19.10.2016	YES	06.02.2019	BN	fbc 26 F2	fbc26	fbc26	
IS	D963	20.10.2016	YES	28.12.2017	IS	kdrl-gfp; gata:dsRed		145	
TL	D964	21.10.2016	YES	09.11.2017	AA	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP x kop:lifeact-mCherry.nos-cry.DsRed 		99 /118	
TL	D965	21.10.2016	YES	07.04.2018	AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 2 +/-		38	
TL	D966	21.10.2016	YES	07.04.2018	AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 2 +/-		38	
AO	D967	20.10.2016	YES	12.02.2019	AO	Tol2 Kop mCherry Clip170 H. nos 3’ UTR; cmlc EGFP L1 F2s 		101	
AO	D968	20.10.2016	YES	12.02.2019	AO	Tol2 Kop mCherry Clip170 H. nos 3’ UTR; cmlc EGFP L1 F2s 		101	
KW	D969	21.10.2016	yes	19.01.2017	TG/EM	kop:HA NLS tdPCP YFP nos cryDsRed		142	
KW	D970	21.10.2016	YES	10.11.2017	TG/EM	kop-mCherry-nos 24xPP7.cmlc-EGFP; kop:HA NLS tdPCP YFP nos cryDsRed		77/ 142	
KW	D971	21.10.2016	yes	19.01.2017	TG/EM	NLS tdPCP YFP nos cryDsRed		142	
EM	D972	26.10.2016	Yes	15.09.2017	TG	Med-NY054-2 +/-; cry EGFP-f nos	med	med 24	
Antonio	D973	27.10.2016	YES	21.09.2018	Antonio	Elp3 (mix +/-, +/+) outcross	Elp3	Elp3	
DS	D974	27.10.2016	YES	20.06.2018	DS	cxcr4a-/- kdrl::gfp, ody-/- gusc::gfp. Kop::mcherry		cxcr4a 84 ody 6 /57	
DS	D975	27.10.2016	YES	22.03.2018	DS	cxcr4a-/- kdrl::gfp X ody-/- gusc::gfp. Kop::mcherry		cxcr4a 84 ody 6 /57	
SY	D976	02.11.2016	YES	17.01.2019	SY	odyJ1049 -/-; tg(gsc:EGFP) +/+- rescued -	ody	ody 6	
YK	D977	03.11.2016	YES	17.02.2017	BN	fbc30 F1	fbc30	fbc30	
TL	D978	04.11.2016	YES	01.03.2018	AA	kop.mTFP1-Septin9a. nos 3’ UTR; cmlc EGFP x kop:lifeact-mCherry.nos-cry.DsRed 		106 /118	
TL	D979	04.11.2016	YES	09.11.2017	AA	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP x kop:lifeact-mCherry.nos-cry.DsRed		99 /118	
AO	D980	04.11.2016	YES	18.04.2019	AO	Beta-actin::GCaMP3.1		58	
AO	D981	04.11.2016	YES	12.02.2019	AO	Beta-actin::GCaMP3.1		58	
AO	D982	04.11.2016	YES	04.11.2018	AO	Beta-actin::GCaMP3.1		58	
MR	D983	09.11.2016	yes	16.11.2016	MR	sept 7a2/38 CRISPR ; kop:Lifeact-EGFP-nos3’UTR +/- 100% (F2) incross	sept 7a.2.3	sept 7a2.3/ 38	
MR	D984	12.11.2016	YES	11.07.2018	MR	sept 6.1 CRISPR/;Cry:kop-lifeact-EGFP-nos (F3 outcorss)	sept 6	sept 6/38	
MR	D985	12.11.2016	YES	17.10.2018	MR	sept 7a2.3/38 CRISPR ; kop:Lifeact-EGFP-nos3’UTR     (F2) incross	sept 7a.2.3	sept 7a2.3/ 38	
MR	D986	12.11.2016	YES	01.08.2018	MR	sept 7a2.3/38 CRISPR ; kop:Lifeact-EGFP-nos3’UTR     (F2)  outcross	sept 7a.2.3	sept 7a2.3/ 38	
JS	D987	08.11.2016	YES	20.09.2018	Antonio	Huc_GFP homozygotes		32	
MR	D988	15.11.2016	YES	14.08.2017	MR	septin 6 CRISPR ; kop:lifeact-GFP-nos3’UTR +/- %100 incross (F2) outcross	sept 6	sept 6/38	
MR	D989	15.11.2016	YES	29.06.2018	MR	septin 9a sw4 ;sept7a2.3; 7b.2.3 CRISPR (F2) incross	sept 9a.sw4: sept7a, 7b	sept9a.sw4. 7a, 7b	
Antonio	D990	10.11.2016	YES	04.02.2019	Antonio	Mettl3 Δ4 incross (mix +/+, +/-, -/-) 	Mettl3 Δ4	Mettl3 Δ4	
Antonio	D991	10.11.2016	YES	11.11.2018	Antonio	FTO Δ7 incross (mix +/-, -/-)	FTOΔ7	FTO Δ7	
DS/CG	D992	10.11.2016	YES	05.11.2019	DS/CG	Toddler -/- rescued X  Tol2 kop mCherry-F'-GFP-cmlc nos3'UTR +/+	tod	tod 57	
KW	D993	16.11.2016	YES	16.05.2018	IS	cry EGFP-f nos+/- line II		24	
KW	D994	16.11.2016	YES	23.06.2017	IS	cry EGFP-f nos+/- line I		24	
KW	D995	16.11.2016	YES	23.05.2018	IS	cry EGFP-f nos+/- line I		24	
KW	D996	16.11.2016	YES	23.05.2018	IS	cry EGFP-f nos+/- line I		24	
LT	D997	14.11.2016	YES	05.06.2018	SY	odyJ1049; tg(kop:mCherry-F’.nos, cmlc:EGFP) rescued	ody	ody 57	
SY	D998	14.11.2016	YES	16.10.2018	SY	odyJ1049; tg(gsc:GFP)rescued	ody	ody 6	
DS	D999	15.11.2016	YES	24.09.2018	DS	cxcr4a-/- kdrl:gfp X ody-/-		cxcr4a 84 ody 6 /57	
KT	E001	17.11.2016	YES	22.06.2018	KT	L2 of SOD2 CRISPR x kop-mCherryFnos cmclGFP	sod2	SOD2 57	
MR	E002	21.11.2016	YES	30.08.2018	MR	septin 9a sw4 ;sept7a2.3 CRISPR (F2) outcross	sept9a.sw4	sept9a.sw4	
MR	E003	21.11.2016	YES	01.08.2018	MR	septin 9a sw4 ;sept7a2.3 CRISPR (F2) outcross	sept9a.sw4	sept9a.sw4	
MR	E004	21.11.2016	YES	29.06.2018	MR	septin 9a sw4 ;sept7a2.3 CRISPR (F2) outcross	sept9a.sw4	sept9a.sw4	
MR	E005	21.11.2016	YES	15.06.2018	MR	septin 9a sw4 ;sept7a2.3 CRISPR (F2) outcross	sept9a.sw4	sept9a.sw4	
MR	E006	21.11.2016	yes	04.12.2016	MR	sept9a.sw4 -/-;  7a.2 7b.2 CRISPR (F2) incross	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
MR	E007	21.11.2016	YES	17.10.2018	MR	sept9a.sw4 -/-;  7a.2 7b.2 CRISPR (F2) outcross	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
MR	E008	21.11.2016	YES	15.06.2018	MR	sept9a.sw4 -/-;  7a.2 7b.2 CRISPR (F2) outcross	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
MR	E009	21.11.2016	yes	24.01.2017	MR	sept9a.sw4 -/-;  7a.2 7b.2 CRISPR (F2) outcross	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
MR	E010	21.11.2016	YES	17.10.2018	MR	sept9a.sw4 -/-;  7a.2 7b.2 CRISPR (F2) outcross	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
SY	E011	17.11.2016	YES	24.04.2018	SY	odyJ1049; tg(gata:EGFP)rescued	ody	ody 111	
YK	E012	18.11.2016	YES	17.02.2017	BN	FBC30 F1 2nd crossing	fbc30	fbc30	
EM	E013	19.11.2016	YES	29.01.2019	DS	Knyp+/- X AB	kny	kny	
JS	E014	19.11.2016	YES	29.01.2019	DS	Tol kopDs red ex nos x AB		2	
JS	E015	19.11.2016	YES	24.09.2018	DS	Tol kopDs red ex nos x AB		2	
AO	E016	19.11.2016	YES	29.01.2019	DS	spadetail X AB	gs	gsSpt	
MO	E017	19.11.2016	YES	20.06.2018	DS	CXCR4b:CXCR4b TagRFP.SFGFP		65	
MO	E018	19.11.2016	YES	29.01.2019	DS	CXCR4b:CXCR4b TagRFP.SFGFP		65	
KW	E019	23.11.2016	YES	23.06.2017	IS	cry EGFP-f nos+/- line II		24	
KW	E020	23.11.2016	YES	16.05.2018	IS	cry EGFP-f nos+/- line II		24	
KT	E021	23.11.2016	YES	22.06.2018	KT	L2 of SOD2 CRISPR x kop-mCherryFnos cmclGFP	sod2	SOD2 57	
KT	E022	23.11.2016	YES	14.08.2017	KT	incross of F1, cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	
LT	E023	21.11.2016	YES	16.10.2018	SY	odyJ1049; tg(kop:mCherry-F’.nos, cmlc:EGFP) rescued	ody	ody 57	
SY	E024	21.11.2016	YES	16.10.2018	SY	odyJ1049; tg(gsc:EGFP)rescued	ody	ody 6	
LT	E025	25.11.2016	YES	08.05.2018	FH	Keratin4:EGFPcaax		39	
LT	E026	25.11.2016	YES	26.02.2017	FH	Keratin4:EGFPcaax		39	
MR	E027	29.11.2016	YES	11.07.2018	MR	sept 7a2.3/38 CRISPR ; (F2) incross	sept 7a.2.3	sept 7a2.3/ 38	
MR	E028	29.11.2016	YES	15.06.2018	MR	sept9a.sw4 -/-sept 7a.2, 7b.2 CRISPR (F2) incross (=outcorss)	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
MR	E029	29.11.2016	YES	17.10.2018	MR	septin 9a sw4 ;sept7a2.3; 7b.2.3 CRISPR (F2) incross	sept 9a.sw4 ; sept 7a.2	sept9a.sw4 ;7a.2	
LT	E030	24.11.2016	YES	11.07.2018	LT	sox17:GFP incross		68	
LT	E031	30.11.2016	YES	11.07.2018	MoG	Kop-Gra7a-DsRed-nos3’UTR		5	
YK	E032	28.11.2016	YES	19.02.2019	BN	fbc2 F1	fbc2	fbc2	
YK	E033	28.11.2016	yes	10.03.2017	BN	fbc16 F1	fbc16	fbc16	
JW	E034	01.12.2016	YES	19.09.2018	KT	Tol2-KopPr-RacFRET-YPet-nos x AB		12	
Antonio	E035	01.12.2016	YES	29.01.2019	Antonio	Mettl3 Δ4(+/-, +/+) Pax8:Dsred (+/-)	Mettl3 Δ4	Mettl3Δ4 /137	
Antonio	E036	01.12.2016	YES	21.09.2018	Antonio	Fto Δ7 +/- Pax8:Dsred +/-	FTOΔ7	Fto Δ7 /137	
Antonio	E037	01.12.2016	YES	29.03.2017	Antonio	Fto Δ7 (+/-, +/+) Pax8:Dsred +/-	FTOΔ7	Fto Δ7 /137	
KT	E038	01.12.2016	YES	15.01.2018	JP	incross D716, 34 nt del, cry:EGFP-F-nos	hsp90	hsp90 24	
YK	E039	02.12.2016	YES	19.02.2019	BN	fbc2 F1	fbc2	fbc2	
MR	E040	07.12.2016	yes	13.12.2016	SR	septin 6 CRISPR ; kop:lifeact-GFP-nos3’UTR +/- %100 incross (F2) outcross	sept 6	sept 6/38	
Antonio	E041	05.12.2016	YES	29.01.2019	Antonio	Mettl3Δ4 (+/+,+/-)  Sox17:GFP +/- 	Mettl3 Δ4	Mettl3Δ4 /68	
Antonio	E042	05.12.2016	YES	18.10.2018	Antonio	FtoΔ7 +/- Sox17:GFP +/-	FTOΔ7	FtoΔ7 /68	
Antonio	E043	05.12.2016	YES	18.10.2018	Antonio	FtoΔ7 (+/+, +/-)  gsc:GFP +/-		FtoΔ7 /6	
Antonio	E044	05.12.2016	YES	29.01.2019	Antonio	Ctu1Δ8 (+/-,+/-) Pax8:Dsred +/-	CTU1 Δ8	Ctu1Δ8 /137	
Antonio	E045	05.12.2016	YES	29.01.2019	Antonio	Ctu1Δ8 (+/-,+/-) Sox17:GFP +/-	CTU1 Δ8	Ctu1 Δ8 /68	
Antonio	E046	05.12.2016	YES	29.01.2019	Antonio	Ctu1Δ8 (+/-,+/-) gsc:GFP +/-	CTU1 Δ8	Ctu1Δ8 /6	
KW	E047	06.12.2016	YES	31.07.2018	TG	kop-mCherry-nos 24xPP7.cmlc-EGFP; bactin:HA NLS tdPCP YFP globin cryDsRed		77 /92	
KW	E048	06.12.2016	YES	31.07.2018	TG	kop-mCherry-nanos-nos 24xPP7.cmlc-EGFP; bactin:HA NLS tdPCP YFP globin cryDsRed		85 /92	
KT	E049	05.12.2016	YES	03.12.2018	JP	incross D661, 5 nt del, cry:EGFP-F-nos	hsp90	hsp90 24	
MR	E050	12.12.2016	YES	01.08.2018	MR	sept 7a.2/38 CRISPR ; kop:Lifeact-EGFP-nos3’UTR +/- 100% (F2) outcross	sept 7a.2	sept 7a.2 / 38	
IS/MR	E051	13.12.2016	YES	20.06.2018	DS	cxcr4a+/-, sox17::gfp+/-, kdrl::gfp X cxcr4a+/-, sox17::gfp+/-, kdrl::gfp	cxcr4a	CXCR4a 84/68	
IS/MR	E052	13.12.2016	YES	20.06.2018	DS	cxcr4a+/-, sox17::gfp+/-, kdrl::gfp X cxcr4a+/-, sox17::gfp+/-, kdrl::gfp	cxcr4a	CXCR4a 84/68	
KT	E053	14.12.2016	YES	15.01.2018	JP	incross of D716, cry:EGFP-F-nos	hsp90	hsp90 24	
KT	E054	14.12.2016	YES	03.12.2018	JP	incross of D896, 34 nt del, cry:EGFP-F-nos	hsp90	hsp90 24	
ZL	E055	14.12.2016	YES	04.11.2019	FB	cldnB:EGFP+/-.noi(tu29a)+/- 	noi	noi/18	
IS	E056	28.12.2016	YES	08.11.2017	IS	βactin:H2AmCherry +/- 50%		40	
